2020-10-30 16:04:02.208 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:02.209 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:02.685 logback [http-nio-9999-exec-4] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:02.685 logback [http-nio-9999-exec-4] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:02.685 logback [http-nio-9999-exec-4] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:02.685 logback [http-nio-9999-exec-4] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:02.711 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:02.711 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:02.711 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:02.711 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:02.724 logback [http-nio-9999-exec-7] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:02.724 logback [http-nio-9999-exec-7] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:02.724 logback [http-nio-9999-exec-7] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:02.724 logback [http-nio-9999-exec-7] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:02.736 logback [http-nio-9999-exec-6] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:02.736 logback [http-nio-9999-exec-6] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:02.736 logback [http-nio-9999-exec-6] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:02.736 logback [http-nio-9999-exec-6] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:03.393 logback [http-nio-9999-exec-8] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:03.393 logback [http-nio-9999-exec-8] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:03.393 logback [http-nio-9999-exec-8] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:03.393 logback [http-nio-9999-exec-8] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:03.743 logback [http-nio-9999-exec-9] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:03.743 logback [http-nio-9999-exec-9] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:03.743 logback [http-nio-9999-exec-9] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:03.743 logback [http-nio-9999-exec-9] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:03.992 logback [http-nio-9999-exec-10] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:03.992 logback [http-nio-9999-exec-10] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:03.992 logback [http-nio-9999-exec-10] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:03.992 logback [http-nio-9999-exec-10] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:04.523 logback [http-nio-9999-exec-1] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:04.523 logback [http-nio-9999-exec-1] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:04.523 logback [http-nio-9999-exec-1] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:04.523 logback [http-nio-9999-exec-1] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:06.968 logback [http-nio-9999-exec-3] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:06.969 logback [http-nio-9999-exec-3] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:06.969 logback [http-nio-9999-exec-3] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:06.969 logback [http-nio-9999-exec-3] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:2s
2020-10-30 16:04:11.524 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:11.524 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:8f21421e-bc34-4899-8ab6-f078d566e6ce
2020-10-30 16:04:11.524 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:11.524 logback [http-nio-9999-exec-5] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:4s
2020-10-30 16:04:32.567 logback [http-nio-9999-exec-7] INFO  com.fz.zf.app.LoginController - --------------redis存token----------------：4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:32.988 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
